,date,state,city,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
621653,2020-08-30,MG,,state,215050,5326,175,False,21168791.0,21292666.0,31.0,1009.9721699999999,2.48
621654,2020-08-29,MG,,state,212565,5270,174,False,21168791.0,21292666.0,31.0,998.3014800000001,2.48
621655,2020-08-28,MG,,state,209465,5167,173,False,21168791.0,21292666.0,31.0,983.7424800000001,2.4699999999999998
621656,2020-08-27,MG,,state,205942,5049,172,False,21168791.0,21292666.0,31.0,967.1968699999999,2.45
621657,2020-08-26,MG,,state,201973,4948,171,False,21168791.0,21292666.0,31.0,948.55665,2.45
621658,2020-08-25,MG,,state,198736,4847,170,False,21168791.0,21292666.0,31.0,933.35424,2.44
621659,2020-08-24,MG,,state,195920,4805,169,False,21168791.0,21292666.0,31.0,920.12902,2.45
621660,2020-08-23,MG,,state,194614,4790,168,False,21168791.0,21292666.0,31.0,913.99546,2.46
621661,2020-08-22,MG,,state,191507,4737,167,False,21168791.0,21292666.0,31.0,899.40358,2.4699999999999998
621662,2020-08-21,MG,,state,188623,4663,166,False,21168791.0,21292666.0,31.0,885.85901,2.4699999999999998
621663,2020-08-20,MG,,state,185062,4543,165,False,21168791.0,21292666.0,31.0,869.13494,2.45
621664,2020-08-19,MG,,state,181158,4436,164,False,21168791.0,21292666.0,31.0,850.7999900000001,2.45
621665,2020-08-18,MG,,state,177787,4306,163,False,21168791.0,21292666.0,31.0,834.96825,2.42
621666,2020-08-17,MG,,state,175715,4223,162,False,21168791.0,21292666.0,31.0,825.2372,2.4
621667,2020-08-16,MG,,state,174402,4132,161,False,21168791.0,21292666.0,31.0,819.07075,2.37
621668,2020-08-15,MG,,state,171514,4044,160,False,21168791.0,21292666.0,31.0,805.5074,2.36
621669,2020-08-14,MG,,state,168428,3943,159,False,21168791.0,21292666.0,31.0,791.01415,2.34
621670,2020-08-13,MG,,state,164915,3846,158,False,21168791.0,21292666.0,31.0,774.51551,2.33
621671,2020-08-12,MG,,state,160485,3783,157,False,21168791.0,21292666.0,31.0,753.71022,2.36
621672,2020-08-11,MG,,state,156551,3613,156,False,21168791.0,21292666.0,31.0,735.23438,2.31
621673,2020-08-10,MG,,state,155075,3597,155,False,21168791.0,21292666.0,31.0,728.30241,2.32
621674,2020-08-09,MG,,state,153927,3537,154,False,21168791.0,21292666.0,31.0,722.91088,2.3
621675,2020-08-08,MG,,state,150723,3449,153,False,21168791.0,21292666.0,31.0,707.86345,2.29
621676,2020-08-07,MG,,state,147323,3381,152,False,21168791.0,21292666.0,31.0,691.89551,2.29
621677,2020-08-06,MG,,state,142828,3304,151,False,21168791.0,21292666.0,31.0,670.78495,2.31
621678,2020-08-05,MG,,state,139661,3195,150,False,21168791.0,21292666.0,31.0,655.91129,2.29
621679,2020-08-04,MG,,state,135728,3043,149,False,21168791.0,21292666.0,31.0,637.44014,2.2399999999999998
